district,taluk,crop_name,season,historical_avg_yield,current_yield,yield_loss_pct
Chikkamagaluru,,Nutri/Coarse Cereals,Total,2196.0,1413.0,35.66
Chikkamagaluru,,Cereals,Kharif,2549.8,1569.0,38.47
Chikkamagaluru,,Cereals,Rabi,1933.2,1502.0,22.3
Chikkamagaluru,,Cereals,Summer,3210.0,2902.0,9.6
Chikkamagaluru,,Cereals,Total,2406.6,1573.0,34.64
Chikkamagaluru,,Tur,Kharif,720.4,572.0,20.6
Chikkamagaluru,,Tur,Total,720.4,572.0,20.6
Chikkamagaluru,,Gram,Rabi,676.2,851.0,-25.85
Chikkamagaluru,,Gram,Total,676.2,851.0,-25.85
Chikkamagaluru,,Urad,Kharif,495.4,272.0,45.09
Chikkamagaluru,,Urad,Total,496.6,272.0,45.23
Chikkamagaluru,,Moong,Kharif,367.6,294.0,20.02
Chikkamagaluru,,Moong,Rabi,317.8,299.0,5.92
Chikkamagaluru,,Moong,Total,366.0,294.0,19.67
Chikkamagaluru,,Other Pulses,Kharif,569.0,917.0,-61.16
Chikkamagaluru,,Other Pulses,Rabi,630.6,755.0,-19.73
Chikkamagaluru,,Other Pulses,Total,603.0,856.0,-41.96
Chikkamagaluru,,Total Pulses,Total,647.0,742.0,-14.68
Chikkamagaluru,,Total Food Grains,Kharif,1842.6,1522.0,17.4
Chikkamagaluru,,Total Food Grains,Rabi,1397.0,1074.0,23.12
Chikkamagaluru,,Total Food Grains,Summer,3210.0,2902.0,9.6
Chikkamagaluru,,Total Food Grains,Total,1738.6,1481.0,14.82
Chitradurga,,Rice,Kharif,3165.2,2669.0,15.68
Chitradurga,,Rice,Rabi,2956.4,2044.0,30.86
Chitradurga,,Rice,Summer,3054.5,3321.0,-8.72
Chitradurga,,Rice,Total,3146.6,2611.0,17.02
Chitradurga,,Wheat,Rabi,1291.6,708.0,45.18
Chitradurga,,Wheat,Total,1291.6,708.0,45.18
Chitradurga,,Maize,Kharif,2979.4,3236.0,-8.61
Chitradurga,,Maize,Rabi,3664.4,3739.0,-2.04
Chitradurga,,Maize,Summer,3736.5,4543.0,-21.58
Chitradurga,,Maize,Total,3064.6,3317.0,-8.24
Chitradurga,,Jowar,Kharif,1671.6,2353.0,-40.76
Chitradurga,,Jowar,Rabi,1137.2,533.0,53.13
Chitradurga,,Jowar,Total,1196.6,1232.0,-2.96
Chitradurga,,Bajra,Kharif,1241.8,964.0,22.37
Chitradurga,,Bajra,Total,1239.0,964.0,22.2
Chitradurga,,Ragi,Kharif,1511.6,1211.0,19.89
Chitradurga,,Ragi,Total,1511.6,1211.0,19.89
Chitradurga,,Small Millets,Kharif,780.8,1863.0,-138.6
Chitradurga,,Small Millets,Total,780.8,1863.0,-138.6
Chitradurga,,Shree Anna /Nutri Cereals,Kharif,1432.6,1499.0,-4.63
Chitradurga,,Shree Anna /Nutri Cereals,Rabi,1137.2,533.0,53.13
Chitradurga,,Shree Anna /Nutri Cereals,Total,1324.4,1477.0,-11.52
Chitradurga,,Nutri/Coarse Cereals,Kharif,2327.8,2460.0,-5.68
Chitradurga,,Nutri/Coarse Cereals,Rabi,1752.0,3352.0,-91.32
Chitradurga,,Nutri/Coarse Cereals,Summer,3555.5,4543.0,-27.77
Chitradurga,,Nutri/Coarse Cereals,Total,2196.0,2550.0,-16.12
Chitradurga,,Cereals,Kharif,2549.8,2461.0,3.48
Chitradurga,,Cereals,Rabi,1933.2,3295.0,-70.44
Chitradurga,,Cereals,Summer,3210.0,4395.0,-36.92
Chitradurga,,Cereals,Total,2406.6,2549.0,-5.92
Chitradurga,,Tur,Kharif,720.4,485.0,32.68
Chitradurga,,Tur,Total,720.4,485.0,32.68
Chitradurga,,Gram,Rabi,676.2,673.0,0.47
Chitradurga,,Gram,Total,676.2,673.0,0.47
Chitradurga,,Urad,Kharif,495.4,590.0,-19.1
Chitradurga,,Urad,Total,496.6,590.0,-18.81
Chitradurga,,Moong,Kharif,367.6,280.0,23.83
Chitradurga,,Moong,Rabi,317.8,299.0,5.92
Chitradurga,,Moong,Total,366.0,280.0,23.5
Chitradurga,,Other Pulses,Kharif,569.0,642.0,-12.83
Chitradurga,,Other Pulses,Rabi,630.6,775.0,-22.9
Chitradurga,,Other Pulses,Total,603.0,692.0,-14.76
Chitradurga,,Total Pulses,Total,647.0,589.0,8.96
Chitradurga,,Total Food Grains,Kharif,1842.6,2205.0,-19.67
Chitradurga,,Total Food Grains,Rabi,1397.0,1521.0,-8.88
Chitradurga,,Total Food Grains,Summer,3210.0,4395.0,-36.92
Chitradurga,,Total Food Grains,Total,1738.6,2093.0,-20.38
Dakshina Kannada,,Rice,Kharif,3165.2,2864.0,9.52
Dakshina Kannada,,Rice,Rabi,2956.4,2685.0,9.18
Dakshina Kannada,,Rice,Summer,3054.5,3245.0,-6.24
Dakshina Kannada,,Rice,Total,3146.6,2848.0,9.49
Dakshina Kannada,,Cereals,Kharif,2549.8,2864.0,-12.32
Dakshina Kannada,,Cereals,Rabi,1933.2,2685.0,-38.89
Dakshina Kannada,,Cereals,Summer,3210.0,3245.0,-1.09
Dakshina Kannada,,Cereals,Total,2406.6,2848.0,-18.34
Dakshina Kannada,,Other Pulses,Kharif,569.0,393.0,30.93
Dakshina Kannada,,Other Pulses,Rabi,630.6,430.0,31.81
Dakshina Kannada,,Other Pulses,Total,603.0,395.0,34.49
Dakshina Kannada,,Total Pulses,Total,647.0,395.0,38.95
Dakshina Kannada,,Total Food Grains,Kharif,1842.6,2863.0,-55.38
Dakshina Kannada,,Total Food Grains,Rabi,1397.0,2685.0,-92.2
Dakshina Kannada,,Total Food Grains,Summer,3210.0,3245.0,-1.09
Dakshina Kannada,,Total Food Grains,Total,1738.6,2847.0,-63.75
Davanagere,,Rice,Kharif,3165.2,3810.0,-20.37
Davanagere,,Rice,Rabi,2956.4,2842.0,3.87
Davanagere,,Rice,Summer,3054.5,3867.0,-26.6
Davanagere,,Rice,Total,3146.6,3820.0,-21.4
Davanagere,,Wheat,Rabi,1291.6,1255.0,2.83
Davanagere,,Wheat,Total,1291.6,1255.0,2.83
Davanagere,,Maize,Kharif,2979.4,3046.0,-2.24
Davanagere,,Maize,Rabi,3664.4,3906.0,-6.59
Davanagere,,Maize,Summer,3736.5,4328.0,-15.83
Davanagere,,Maize,Total,3064.6,3081.0,-0.54
Davanagere,,Jowar,Kharif,1671.6,3107.0,-85.87
Davanagere,,Jowar,Rabi,1137.2,1607.0,-41.31
Davanagere,,Jowar,Total,1196.6,1749.0,-46.16
Davanagere,,Bajra,Kharif,1241.8,1657.0,-33.44
Davanagere,,Bajra,Total,1239.0,1657.0,-33.74
Davanagere,,Ragi,Kharif,1511.6,1424.0,5.8
Davanagere,,Ragi,Total,1511.6,1424.0,5.8
Davanagere,,Small Millets,Kharif,780.8,644.0,17.52
Davanagere,,Small Millets,Total,780.8,644.0,17.52
Davanagere,,Shree Anna /Nutri Cereals,Kharif,1432.6,1451.0,-1.28
Davanagere,,Shree Anna /Nutri Cereals,Rabi,1137.2,1607.0,-41.31
Davanagere,,Shree Anna /Nutri Cereals,Total,1324.4,1472.0,-11.14
Davanagere,,Nutri/Coarse Cereals,Kharif,2327.8,2752.0,-18.22
Davanagere,,Nutri/Coarse Cereals,Rabi,1752.0,2734.0,-56.05
Davanagere,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Davanagere,,Nutri/Coarse Cereals,Total,2196.0,2759.0,-25.64
Davanagere,,Cereals,Kharif,2549.8,3043.0,-19.34
Davanagere,,Cereals,Rabi,1933.2,2732.0,-41.32
Davanagere,,Cereals,Summer,3210.0,3874.0,-20.69
Davanagere,,Cereals,Total,2406.6,3185.0,-32.34
Davanagere,,Tur,Kharif,720.4,707.0,1.86
Davanagere,,Tur,Total,720.4,707.0,1.86
Davanagere,,Gram,Rabi,676.2,619.0,8.46
Davanagere,,Gram,Total,676.2,619.0,8.46
Davanagere,,Urad,Kharif,495.4,590.0,-19.1
Davanagere,,Urad,Rabi,500.0,429.0,14.2
Davanagere,,Urad,Total,496.6,507.0,-2.09
Davanagere,,Moong,Kharif,367.6,430.0,-16.97
Davanagere,,Moong,Rabi,317.8,299.0,5.92
Davanagere,,Moong,Total,366.0,404.0,-10.38
Davanagere,,Other Pulses,Kharif,569.0,627.0,-10.19
Davanagere,,Other Pulses,Rabi,630.6,447.0,29.12
Davanagere,,Other Pulses,Total,603.0,471.0,21.89
Davanagere,,Total Pulses,Total,647.0,583.0,9.89
Davanagere,,Total Food Grains,Kharif,1842.6,3018.0,-63.79
Davanagere,,Total Food Grains,Rabi,1397.0,1707.0,-22.19
Davanagere,,Total Food Grains,Summer,3210.0,3874.0,-20.69
Davanagere,,Total Food Grains,Total,1738.6,3081.0,-77.21
Dharwad,,Rice,Kharif,3165.2,1351.0,57.32
Dharwad,,Rice,Rabi,2956.4,2842.0,3.87
Dharwad,,Rice,Summer,3054.5,3245.0,-6.24
Dharwad,,Rice,Total,3146.6,1356.0,56.91
Dharwad,,Wheat,Rabi,1291.6,1002.0,22.42
Dharwad,,Wheat,Total,1291.6,1002.0,22.42
Dharwad,,Maize,Kharif,2979.4,2950.0,0.99
Dharwad,,Maize,Rabi,3664.4,4139.0,-12.95
Dharwad,,Maize,Summer,3736.5,4194.0,-12.24
Dharwad,,Maize,Total,3064.6,3153.0,-2.88
Dharwad,,Jowar,Kharif,1671.6,1982.0,-18.57
Dharwad,,Jowar,Rabi,1137.2,954.0,16.11
Dharwad,,Jowar,Total,1196.6,956.0,20.11
Dharwad,,Bajra,Kharif,1241.8,1290.0,-3.88
Dharwad,,Bajra,Total,1239.0,1290.0,-4.12
Dharwad,,Ragi,Kharif,1511.6,1523.0,-0.75
Dharwad,,Ragi,Total,1511.6,1523.0,-0.75
Dharwad,,Small Millets,Kharif,780.8,1350.0,-72.9
Dharwad,,Small Millets,Total,780.8,1350.0,-72.9
Dharwad,,Shree Anna /Nutri Cereals,Kharif,1432.6,1745.0,-21.81
Dharwad,,Shree Anna /Nutri Cereals,Rabi,1137.2,954.0,16.11
Dharwad,,Shree Anna /Nutri Cereals,Total,1324.4,956.0,27.82
Dharwad,,Nutri/Coarse Cereals,Kharif,2327.8,2948.0,-26.64
Dharwad,,Nutri/Coarse Cereals,Rabi,1752.0,1832.0,-4.57
Dharwad,,Nutri/Coarse Cereals,Summer,3555.5,4194.0,-17.96
Dharwad,,Nutri/Coarse Cereals,Total,2196.0,2487.0,-13.25
Dharwad,,Cereals,Kharif,2549.8,2755.0,-8.05
Dharwad,,Cereals,Rabi,1933.2,1659.0,14.18
Dharwad,,Cereals,Summer,3210.0,4194.0,-30.65
Dharwad,,Cereals,Total,2406.6,2273.0,5.55
Dharwad,,Tur,Kharif,720.4,1125.0,-56.16
Dharwad,,Tur,Total,720.4,1125.0,-56.16
Dharwad,,Gram,Rabi,676.2,767.0,-13.43
Dharwad,,Gram,Total,676.2,767.0,-13.43
Dharwad,,Urad,Kharif,495.4,539.0,-8.8
Dharwad,,Urad,Rabi,500.0,429.0,14.2
Dharwad,,Urad,Total,496.6,538.0,-8.34
Dharwad,,Moong,Kharif,367.6,672.0,-82.81
Dharwad,,Moong,Rabi,317.8,291.0,8.43
Dharwad,,Moong,Total,366.0,660.0,-80.33
Dharwad,,Other Pulses,Kharif,569.0,580.0,-1.93
Dharwad,,Other Pulses,Rabi,630.6,588.0,6.76
Dharwad,,Other Pulses,Total,603.0,588.0,2.49
Dharwad,,Total Pulses,Total,647.0,710.0,-9.74
Dharwad,,Total Food Grains,Kharif,1842.6,1327.0,27.98
Dharwad,,Total Food Grains,Rabi,1397.0,966.0,30.85
Dharwad,,Total Food Grains,Summer,3210.0,4194.0,-30.65
Dharwad,,Total Food Grains,Total,1738.6,1142.0,34.31
Gadag,,Rice,Kharif,3165.2,3106.0,1.87
Gadag,,Rice,Rabi,2956.4,2842.0,3.87
Gadag,,Rice,Summer,3054.5,1897.0,37.89
Gadag,,Rice,Total,3146.6,2652.0,15.72
Gadag,,Wheat,Rabi,1291.6,789.0,38.91
Gadag,,Wheat,Total,1291.6,789.0,38.91
Gadag,,Maize,Kharif,2979.4,2635.0,11.56
Gadag,,Maize,Rabi,3664.4,2841.0,22.47
Gadag,,Maize,Summer,3736.5,4328.0,-15.83
Gadag,,Maize,Total,3064.6,2648.0,13.59
Gadag,,Jowar,Kharif,1671.6,2080.0,-24.43
Gadag,,Jowar,Rabi,1137.2,788.0,30.71
Gadag,,Jowar,Total,1196.6,799.0,33.23
Gadag,,Bajra,Kharif,1241.8,1132.0,8.84
Gadag,,Bajra,Total,1239.0,1132.0,8.64
Gadag,,Ragi,Kharif,1511.6,1471.0,2.69
Gadag,,Ragi,Total,1511.6,1471.0,2.69
Gadag,,Small Millets,Kharif,780.8,499.0,36.09
Gadag,,Small Millets,Total,780.8,499.0,36.09
Gadag,,Shree Anna /Nutri Cereals,Kharif,1432.6,1206.0,15.82
Gadag,,Shree Anna /Nutri Cereals,Rabi,1137.2,788.0,30.71
Gadag,,Shree Anna /Nutri Cereals,Total,1324.4,811.0,38.76
Gadag,,Nutri/Coarse Cereals,Kharif,2327.8,2619.0,-12.51
Gadag,,Nutri/Coarse Cereals,Rabi,1752.0,1235.0,29.51
Gadag,,Nutri/Coarse Cereals,Summer,3555.5,4328.0,-21.73
Gadag,,Nutri/Coarse Cereals,Total,2196.0,2349.0,-6.97
Gadag,,Cereals,Kharif,2549.8,2631.0,-3.18
Gadag,,Cereals,Rabi,1933.2,1124.0,41.86
Gadag,,Cereals,Summer,3210.0,2083.0,35.11
Gadag,,Cereals,Total,2406.6,2237.0,7.05
Gadag,,Tur,Kharif,720.4,768.0,-6.61
Gadag,,Tur,Total,720.4,768.0,-6.61
Gadag,,Gram,Rabi,676.2,436.0,35.52
Gadag,,Gram,Total,676.2,436.0,35.52
Gadag,,Urad,Kharif,495.4,590.0,-19.1
Gadag,,Urad,Rabi,500.0,429.0,14.2
Gadag,,Urad,Total,496.6,557.0,-12.16
Gadag,,Moong,Kharif,367.6,329.0,10.5
Gadag,,Moong,Total,366.0,329.0,10.11
Gadag,,Other Pulses,Kharif,569.0,472.0,17.05
Gadag,,Other Pulses,Rabi,630.6,341.0,45.92
Gadag,,Other Pulses,Total,603.0,373.0,38.14
Gadag,,Total Pulses,Total,647.0,387.0,40.19
Gadag,,Total Food Grains,Kharif,1842.6,1416.0,23.15
Gadag,,Total Food Grains,Rabi,1397.0,578.0,58.63
Gadag,,Total Food Grains,Summer,3210.0,2083.0,35.11
Gadag,,Total Food Grains,Total,1738.6,1051.0,39.55
Hassan,,Rice,Kharif,3165.2,3447.0,-8.9
Hassan,,Rice,Rabi,2956.4,2842.0,3.87
Hassan,,Rice,Summer,3054.5,2776.0,9.12
Hassan,,Rice,Total,3146.6,3433.0,-9.1
Hassan,,Wheat,Rabi,1291.6,1255.0,2.83
Hassan,,Wheat,Total,1291.6,1255.0,2.83
Hassan,,Maize,Kharif,2979.4,4153.0,-39.39
Hassan,,Maize,Rabi,3664.4,2870.0,21.68
Hassan,,Maize,Summer,3736.5,4328.0,-15.83
Hassan,,Maize,Total,3064.6,3978.0,-29.8
Hassan,,Jowar,Kharif,1671.6,1281.0,23.37
Hassan,,Jowar,Rabi,1137.2,1113.0,2.13
Hassan,,Jowar,Total,1196.6,1254.0,-4.8
Hassan,,Bajra,Kharif,1241.8,1290.0,-3.88
Hassan,,Bajra,Total,1239.0,1290.0,-4.12
Hassan,,Ragi,Kharif,1511.6,1104.0,26.96
Hassan,,Ragi,Total,1511.6,1104.0,26.96
Hassan,,Small Millets,Kharif,780.8,425.0,45.57
Hassan,,Small Millets,Total,780.8,425.0,45.57
